App,Rssi,UUID,Model,Record_Type,DownloadTimeStamp,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Sample,Metric,Battery,ChargeRemaining,Temperature,Humidity,Scaled_Weight,Weight_Scale_Factor,Weight,w1,WeightLRaw,w3,WeightRRaw,w2,w4
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 11:17 AM,10/23/2024 7:17 AM,1729682249,147,false,,100,67.76,48,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 12:17 PM,10/23/2024 8:17 AM,1729685849,148,false,83,,69.33,47,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 1:17 PM,10/23/2024 9:17 AM,1729689449,149,false,,100,69.69,46,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 2:17 PM,10/23/2024 10:17 AM,1729693049,150,false,84,,71.13,45,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 3:17 PM,10/23/2024 11:17 AM,1729696649,151,false,,100,71.34,45,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 4:17 PM,10/23/2024 12:17 PM,1729700249,152,false,84,,71.95,45,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 5:17 PM,10/23/2024 1:17 PM,1729703849,153,false,,100,72.51,45,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 6:17 PM,10/23/2024 2:17 PM,1729707449,154,false,84,,72.31,45,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 7:17 PM,10/23/2024 3:17 PM,1729711049,155,false,,100,71.33,47,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 8:17 PM,10/23/2024 4:17 PM,1729714649,156,false,84,,71.5,47,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 9:17 PM,10/23/2024 5:17 PM,1729718249,157,false,,100,71,47,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 10:17 PM,10/23/2024 6:17 PM,1729721849,158,false,83,,69.9,49,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/23/2024 11:17 PM,10/23/2024 7:17 PM,1729725449,159,false,,100,69.44,51,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/24/2024 12:17 AM,10/23/2024 8:17 PM,1729729049,160,false,83,,68.95,52,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/24/2024 1:17 AM,10/23/2024 9:17 PM,1729732649,161,false,,100,70.26,50,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/24/2024 2:17 AM,10/23/2024 10:17 PM,1729736249,162,false,84,,70.91,46,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/24/2024 3:17 AM,10/23/2024 11:17 PM,1729739849,163,false,,100,70.95,44,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/24/2024 4:17 AM,10/24/2024 12:17 AM,1729743449,164,false,84,,71.69,42,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/24/2024 5:17 AM,10/24/2024 1:17 AM,1729747049,165,false,,100,70.89,41,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/24/2024 6:17 AM,10/24/2024 2:17 AM,1729750649,166,false,84,,70.88,40,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/24/2024 7:17 AM,10/24/2024 3:17 AM,1729754249,167,false,,100,70.77,40,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/24/2024 8:17 AM,10/24/2024 4:17 AM,1729757849,168,false,83,,70.62,39,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/24/2024 9:17 AM,10/24/2024 5:17 AM,1729761449,169,false,,100,70.52,37,,,,,,,,,
BAPP,0,56:40:52,56,Logged_Data,1741210904,10/24/2024 10:17 AM,10/24/2024 6:17 AM,1729765049,170,false,83,,70.41,37,,,,,,,,,
