App,Rssi,UUID,Model,Record_Type,DownloadTimeStamp,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Sample,Metric,Battery,ChargeRemaining,Temperature,Humidity,Scaled_Weight,Weight_Scale_Factor,Weight,w1,WeightLRaw,w3,WeightRRaw,w2,w4
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 12:17 AM,10/19/2024 8:17 PM,1729383464,65,false,,100,67.51,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 1:17 AM,10/19/2024 9:17 PM,1729387064,66,false,87,,67.6,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 2:17 AM,10/19/2024 10:17 PM,1729390664,67,false,,100,67.73,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 3:17 AM,10/19/2024 11:17 PM,1729394264,68,false,87,,67.87,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 4:17 AM,10/20/2024 12:17 AM,1729397864,69,false,,100,67.96,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 5:17 AM,10/20/2024 1:17 AM,1729401464,70,false,86,,68.03,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 6:17 AM,10/20/2024 2:17 AM,1729405064,71,false,,100,68.03,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 7:17 AM,10/20/2024 3:17 AM,1729408664,72,false,86,,68.09,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 8:17 AM,10/20/2024 4:17 AM,1729412264,73,false,,100,68.16,53,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 9:17 AM,10/20/2024 5:17 AM,1729415864,74,false,86,,68.21,53,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 10:17 AM,10/20/2024 6:17 AM,1729419464,75,false,,100,68.25,53,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 11:17 AM,10/20/2024 7:17 AM,1729423064,76,false,86,,68.07,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 12:17 PM,10/20/2024 8:17 AM,1729426664,77,false,,100,67.91,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 1:17 PM,10/20/2024 9:17 AM,1729430264,78,false,85,,67.76,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 2:17 PM,10/20/2024 10:17 AM,1729433864,79,false,,100,67.65,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 3:17 PM,10/20/2024 11:17 AM,1729437464,80,false,85,,67.6,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 4:17 PM,10/20/2024 12:17 PM,1729441064,81,false,,100,67.76,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 5:17 PM,10/20/2024 1:17 PM,1729444664,82,false,85,,67.73,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 6:17 PM,10/20/2024 2:17 PM,1729448264,83,false,,100,67.67,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 7:17 PM,10/20/2024 3:17 PM,1729451864,84,false,84,,67.6,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 8:17 PM,10/20/2024 4:17 PM,1729455464,85,false,,100,67.47,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 9:17 PM,10/20/2024 5:17 PM,1729459064,86,false,84,,67.45,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 10:17 PM,10/20/2024 6:17 PM,1729462664,87,false,,100,67.38,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/20/2024 11:17 PM,10/20/2024 7:17 PM,1729466264,88,false,84,,67.35,51,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 12:17 AM,10/20/2024 8:17 PM,1729469864,89,false,,100,67.4,51,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 1:17 AM,10/20/2024 9:17 PM,1729473464,90,false,84,,67.4,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 2:17 AM,10/20/2024 10:17 PM,1729477064,91,false,,100,67.53,51,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 3:17 AM,10/20/2024 11:17 PM,1729480664,92,false,84,,67.65,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 4:17 AM,10/21/2024 12:17 AM,1729484264,93,false,,100,67.8,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 5:17 AM,10/21/2024 1:17 AM,1729487864,94,false,84,,67.87,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 6:17 AM,10/21/2024 2:17 AM,1729491464,95,false,,100,67.91,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 7:17 AM,10/21/2024 3:17 AM,1729495064,96,false,83,,68,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 8:17 AM,10/21/2024 4:17 AM,1729498664,97,false,,100,68.09,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 9:17 AM,10/21/2024 5:17 AM,1729502264,98,false,83,,67.96,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 10:17 AM,10/21/2024 6:17 AM,1729505864,99,false,,100,68.39,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 11:17 AM,10/21/2024 7:17 AM,1729509464,100,false,83,,69.02,51,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 12:17 PM,10/21/2024 8:17 AM,1729513064,101,false,,100,65.33,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 1:17 PM,10/21/2024 9:17 AM,1729516664,102,false,83,,68.03,52,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 2:17 PM,10/21/2024 10:17 AM,1729520264,103,false,,100,78.27,44,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 3:17 PM,10/21/2024 11:17 AM,1729523864,104,false,86,,75.32,40,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 4:17 PM,10/21/2024 12:17 PM,1729527464,105,false,,100,73.34,41,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 5:17 PM,10/21/2024 1:17 PM,1729531064,106,false,85,,72.89,41,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 6:17 PM,10/21/2024 2:17 PM,1729534664,107,false,,100,72.6,41,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 7:17 PM,10/21/2024 3:17 PM,1729538264,108,false,85,,72.31,42,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 8:17 PM,10/21/2024 4:17 PM,1729541864,109,false,,100,71.61,43,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 9:17 PM,10/21/2024 5:17 PM,1729545464,110,false,84,,70.98,43,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 10:17 PM,10/21/2024 6:17 PM,1729549064,111,false,,100,70.79,43,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/21/2024 11:17 PM,10/21/2024 7:17 PM,1729552664,112,false,84,,70.05,43,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 12:17 AM,10/21/2024 8:17 PM,1729556264,113,false,,100,70.01,43,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 1:17 AM,10/21/2024 9:17 PM,1729559864,114,false,84,,69.7,43,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 2:17 AM,10/21/2024 10:17 PM,1729563464,115,false,,100,69.65,43,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 3:17 AM,10/21/2024 11:17 PM,1729567064,116,false,84,,70.26,42,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 4:17 AM,10/22/2024 12:17 AM,1729570664,117,false,,100,70.28,42,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 5:17 AM,10/22/2024 1:17 AM,1729574264,118,false,84,,70.59,41,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 6:17 AM,10/22/2024 2:17 AM,1729577864,119,false,,100,70.91,41,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 7:17 AM,10/22/2024 3:17 AM,1729581464,120,false,84,,71.25,41,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 8:17 AM,10/22/2024 4:17 AM,1729585064,121,false,,100,71.04,41,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 9:17 AM,10/22/2024 5:17 AM,1729588664,122,false,84,,71.04,41,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 10:17 AM,10/22/2024 6:17 AM,1729592264,123,false,,100,71.34,42,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 11:17 AM,10/22/2024 7:17 AM,1729595864,124,false,84,,72.71,42,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 12:17 PM,10/22/2024 8:17 AM,1729599464,125,false,,100,74.69,42,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 1:17 PM,10/22/2024 9:17 AM,1729603064,126,false,85,,75.63,41,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 2:17 PM,10/22/2024 10:17 AM,1729606664,127,false,,100,73.07,41,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 3:17 PM,10/22/2024 11:17 AM,1729610264,128,false,85,,73.13,41,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 4:17 PM,10/22/2024 12:17 PM,1729613864,129,false,,100,73.58,42,,,,,,,,,
BAPP,0,56:40:58,56,Logged_Data,1741210939,10/22/2024 5:17 PM,10/22/2024 1:17 PM,1729617464,130,false,84,,72.89,42,,,,,,,,,
